,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,SalePrice
332,8,7.395721608602045,3,880,8.072779333169498,1629,2,7,2003,12.556729517143344
333,7,7.213768308118642,2,484,7.213768308118642,1358,2,6,2004,12.240474072247506
334,6,7.401231264413015,2,472,6.849066282633458,943,2,7,1998,12.165250651009918
335,5,7.487733761436444,2,529,7.312553498102598,1619,2,7,1965,12.341258918085241
336,9,7.561121589530238,3,676,7.561121589530238,1922,2,8,2005,12.841129801965447
337,7,7.336936913707618,2,532,7.336936913707618,1536,2,7,2002,12.273731294003989
338,7,7.390798521735676,2,440,7.0967213784947605,1621,2,8,1984,12.218495165528731
339,6,7.102499355774649,1,297,7.102499355774649,1215,1,6,1958,11.951180395901384
340,8,7.553810852008231,2,431,6.874198495453294,993,2,9,2002,12.220468525813907
341,4,6.734591659972948,1,294,6.580639137284949,841,1,4,1950,11.314474526246391
342,3,6.946975992135418,2,400,0.0,1040,2,6,1949,11.379394072345706
343,9,7.428927194802272,2,564,7.428927194802272,1684,2,6,2005,12.491251587763836
344,5,7.013915474810528,1,336,6.284134161070802,536,1,4,1976,11.350406535472453
345,6,7.3632795869630385,1,312,6.879355804460439,972,1,6,1939,11.850825253582627
346,6,6.86484777797086,1,301,6.86484777797086,958,1,5,1960,11.928340903931561
347,6,7.298445101508147,2,498,7.298445101508147,1478,2,6,1960,11.967180737247824
348,7,7.3938782901077555,2,474,6.638567789166521,764,2,6,2003,11.944707881395766
349,9,7.911324018963353,3,706,7.521859252201629,1848,2,10,2005,12.988040814744458
350,9,7.533158807455563,2,617,7.533158807455563,1869,2,6,2007,12.669998467265833
351,7,7.2813856635702825,2,445,7.2813856635702825,1453,1,6,1986,12.154779351142624
352,5,7.01301578963963,1,200,6.423246963533519,616,1,5,1941,11.461632170582678
353,6,6.579251212010101,2,484,6.436150368369428,720,1,5,1928,11.570250531589497
354,6,7.374629015218945,1,240,6.84587987526405,1192,1,6,1940,11.84939770159144
355,6,7.090076835776092,2,521,7.090076835776092,1200,2,6,1995,12.086725887897607
356,6,7.062191632286556,2,400,7.05444965813294,1167,2,6,1992,12.061046873479915
357,5,7.040536390215956,2,528,7.040536390215956,1142,1,6,1976,11.805595078933049
358,5,7.20934025660291,1,288,6.967909201801884,1352,1,6,1958,11.77528972943772
359,8,7.562161631225652,2,592,6.990256500493881,1086,2,7,1998,12.542544882151386
360,6,6.815639990074331,2,470,6.78897174299217,912,1,5,1978,11.957611286231675
361,5,7.316548177182976,1,240,6.78332520060396,988,1,8,1940,11.884489021402711
362,7,7.561121589530238,2,672,0.0,495,3,7,2003,12.198544379109382
363,6,6.894670039433482,1,264,6.180016653652572,483,1,5,1972,11.678439903447801
364,6,7.3613754289773485,2,566,6.679599185844383,790,2,6,1976,12.154779351142624
365,5,7.203405521083095,1,468,6.51025834052315,672,1,6,1920,11.898187865760873
366,6,7.2399325913204695,2,514,7.2399325913204695,1394,1,6,1963,11.976659481202368
367,6,7.266128779556451,1,296,7.002155954403621,1431,1,6,1962,12.013700752882718
368,5,7.145196134997171,1,244,7.145196134997171,1268,1,7,1954,11.790557201568507
369,5,7.160069207596127,2,576,6.968850378341948,1287,1,7,1959,11.99535161421452
370,6,7.416979621381154,2,460,6.859614903654202,953,2,7,2000,12.05757263721173
371,4,7.370230641807081,2,680,0.0,1120,2,7,1959,11.808813773969108
372,6,6.62273632394984,1,264,6.612041034833092,752,1,4,1984,11.736069016284437
373,5,7.1846291527173145,1,270,6.410174881966167,1319,1,5,1953,11.719939634354555
374,7,7.564238475170491,2,434,6.741700694652055,847,2,8,2003,12.299107511497363
375,1,6.806829360392176,0,0,6.52649485957079,904,0,4,1922,11.018629143155449
376,5,6.81783057145415,2,576,6.76849321164863,914,1,5,1996,11.904967552746252
377,8,7.81035268372429,2,610,7.365180126021013,1580,3,8,2004,12.736700896592344
378,9,7.526178913346146,3,834,7.526178913346146,1856,1,8,2010,12.885202034321916
379,6,7.495541943884256,2,463,6.889591308354466,1007,2,7,2000,12.095141084822892
380,5,7.43307534889858,1,308,6.933423025730715,1026,2,6,1924,11.751942365440728
381,7,7.170888478512505,2,572,7.164720378771857,1301,2,5,2006,12.142866569626381
382,7,7.493873886783559,2,639,6.844815479208263,939,2,8,2006,12.271392111650817
383,6,6.664409020350408,2,360,6.664409020350408,784,1,5,1928,11.238488619268468
384,6,7.577121930876679,2,501,7.365180126021013,1079,2,9,1992,12.388394202324129
385,8,7.1459844677143876,2,430,7.135687347028144,1269,2,6,2004,12.165250651009918
386,5,7.076653815443951,0,0,6.489204931325317,658,1,8,1910,11.302204433654575
387,6,7.025538314638521,1,352,6.947937068614969,1125,1,6,1976,11.736069016284437
388,7,7.2991214627108,2,577,7.291656209174461,1479,2,6,1999,12.160028707028767
389,10,7.754481547470383,3,846,7.427738840532894,1742,2,9,2007,12.962194625251508
390,5,7.220373836723949,1,384,6.7580945044277305,961,1,7,1900,11.686878772093667
391,6,7.581209826196346,2,560,6.6895992691789665,804,2,7,2001,12.2783933071098
392,5,6.782192056006791,1,294,0.0,882,1,5,1959,11.575900264131617
393,4,6.669498089857879,0,0,6.669498089857879,788,1,4,1941,11.512925464970229
394,5,6.9411900550683745,1,240,6.5998704992128365,735,1,5,1940,11.59910316121128
395,5,7.042286171939743,1,596,7.042286171939743,1144,1,6,1956,11.76756768334381
396,5,6.795705775173514,2,600,6.795705775173514,894,1,6,1972,11.719939634354555
397,5,7.502186486602924,1,264,6.761572768804055,876,2,8,1962,12.040608205802641
398,5,6.981934677156389,1,338,6.8679744089702925,1077,1,6,1920,11.112447898373103
399,7,7.346010209913293,2,438,6.9957661563048505,1112,2,7,2006,12.392552212472792
400,8,7.160845906664299,2,500,7.138866999945524,1288,1,4,1996,12.411052226216713
401,7,7.177782416195197,2,400,7.177782416195197,1310,2,6,2005,12.01364014498549
402,5,6.51025834052315,1,240,6.51025834052315,672,1,4,1940,11.589886506106357
403,8,7.724446645633537,2,420,7.039660349862076,1165,2,10,1998,12.460714863903755
404,6,7.360103972989152,2,373,6.692083742506628,806,2,7,1995,12.031719258385396
405,4,7.3901814282264295,2,490,7.155396301896734,1620,2,8,1976,11.918390573078392
406,6,7.40184157874383,1,240,6.96979066990159,1166,1,6,1936,11.652687407345388
407,6,7.426549072397305,1,308,6.733401891837359,840,2,8,1915,12.083905011555967
408,7,7.683403681053826,3,947,6.968850378341948,1071,2,9,2006,12.542544882151386
409,8,7.639161171659173,3,836,6.9411900550683745,1050,2,8,2007,12.73596533201339
410,5,7.151485463904735,1,350,7.151485463904735,1276,1,5,1958,11.002099841204238
411,5,6.962243464266207,2,572,6.962243464266207,1056,1,5,1955,11.884489021402711
412,7,7.298445101508147,2,484,7.293017679772782,1478,2,7,2009,12.310432660854417
413,5,6.93537044601511,2,360,6.915723448631314,1028,1,5,1927,11.652687407345388
414,7,7.64826303090192,3,678,6.984716320118266,1080,2,9,1993,12.337100907936577
415,7,7.200424892944957,2,396,7.200424892944957,1340,2,6,2007,12.106992367829498
416,6,7.24422751560335,2,440,6.51025834052315,672,1,6,1978,11.915051671812877
417,6,7.8724551500639794,3,864,7.222566018822171,1370,2,10,1918,12.384218830913648
418,5,7.033506484287697,1,240,6.628041376179533,756,1,7,1940,11.744037185933616
419,5,6.962243464266207,1,304,6.962243464266207,1056,1,6,1968,11.863582336583399
420,7,7.203405521083095,4,784,7.203405521083095,1344,2,8,1997,12.237086699059343
421,6,7.379008127628304,2,529,7.379008127628304,1602,2,8,1977,12.2783933071098
422,5,6.895682697747868,2,520,6.895682697747868,988,1,4,1954,11.635143097694478
423,8,7.874739125171811,3,696,7.293017679772782,1470,2,8,1998,12.66032791780777
424,6,7.086737934510577,1,297,7.086737934510577,1196,1,6,1956,11.842229212112828
425,7,7.236339342754344,1,240,6.478509642208569,707,1,6,1946,11.813030057420567
426,7,7.404887575616125,2,569,7.325148957955575,1644,2,5,1989,12.524526376648708
427,4,6.810142450115136,1,352,6.810142450115136,907,1,5,1957,11.59917655301345
428,7,7.0967213784947605,2,628,7.0967213784947605,1208,2,6,2007,12.182804018590819
429,6,7.252762418053187,2,576,7.238496840894365,1412,2,6,1988,12.072541252905651
430,6,6.894670039433482,1,264,6.180016653652572,483,1,4,1971,11.355101379776661
431,6,7.088408778675395,0,0,6.803505257608338,1088,1,7,1920,11.288531131754366
432,5,7.21890970761906,2,440,6.639875833826536,765,1,6,1971,11.715866308966918
433,6,7.38025578842646,2,470,6.8308742346461795,926,2,7,1997,12.106252310247962
434,4,6.4457198193855785,0,0,6.4457198193855785,630,1,3,1972,11.302204433654575
435,7,7.415175109613295,2,550,6.683360945766275,827,2,6,1996,12.26434155365415
436,6,7.0192966537150445,2,440,6.473890696352274,734,1,6,1920,11.661345470088502
437,6,6.806829360392176,1,180,6.784457062637643,904,1,4,1926,11.686878772093667
438,5,6.542471960506805,1,352,6.0867747269123065,694,1,4,1913,11.411446296020374
439,6,7.086737934510577,2,528,6.52795791762255,684,1,7,1920,11.608235644774552
440,10,7.784057002639929,3,672,8.037220031133012,2402,2,10,2008,13.226723392728571
441,4,7.272398392570047,0,0,7.272398392570047,1440,2,8,1955,11.678439903447801
442,5,7.360739903058278,2,360,6.982862751468942,1128,2,8,1930,12.000891794590137
443,7,7.1372784372603855,3,648,7.1372784372603855,1258,2,6,2006,12.058152515453552
444,7,7.553810852008231,2,493,6.818924065275521,933,2,8,1994,12.254862809699606
445,6,7.4318919168078,2,480,7.269616749608169,1689,1,7,1956,11.755871643580617
446,6,7.543273346705446,2,578,7.324489979348532,1888,2,6,1966,12.154779351142624
447,7,7.542213463193403,2,431,6.835184586147301,956,2,10,1998,12.205572520488492
448,6,7.226936018493289,1,198,6.659293919683638,780,2,7,1937,11.691071650353702
449,3,7.075808863978387,1,308,6.47543271670409,679,1,6,1948,11.695247021764184
450,6,6.70073110954781,1,270,6.70073110954781,813,1,5,1930,11.608235644774552
451,7,7.334981878871814,2,576,7.334981878871814,1533,2,5,1975,12.542544882151386
452,6,7.470793774195062,2,422,6.77078942390898,888,2,7,1996,12.225875272826354
453,8,7.371489295214277,2,676,6.643789733147672,786,2,6,2008,12.254862809699606
454,5,7.454719949364001,2,560,7.454719949364001,1728,2,8,1976,12.144197241812087
455,7,7.124478262493424,2,528,7.124478262493424,1242,1,6,1973,12.075394321888057
456,5,7.203405521083095,3,513,6.436150368369428,624,1,7,1916,11.49272275765271
457,4,7.416378479192928,2,529,7.218176838403408,1663,1,6,1954,12.4529327234617
458,8,7.418180822726788,1,228,6.376726947898627,833,1,7,1925,11.9891596439666
459,5,7.0925737159746784,1,352,6.5638555265321274,979,1,5,1950,11.608235644774552
460,8,7.5678626054638825,2,552,6.723832440821209,832,2,8,2009,12.481561937216318
461,7,7.034387929915503,2,576,6.327936783729195,575,1,6,1936,11.951180395901384
462,5,6.761572768804055,1,360,6.761572768804055,864,1,5,1965,11.041048081342682
463,6,7.414572881350589,1,240,6.5722825426940075,849,1,6,1934,12.147913731356642
464,5,6.946975992135418,0,0,6.946975992135418,1040,2,5,1978,11.728036844587175
465,7,7.254177846456518,2,398,7.226209010100671,1414,2,6,2004,12.093687514935382
466,7,7.152268856032539,2,526,7.152268856032539,1277,1,5,1970,12.025749091398891
467,5,7.404887575616125,1,312,6.590301048196686,888,1,7,1942,11.894780707439258
468,8,7.3987862754199485,3,866,7.3938782901077555,1634,2,7,2006,12.429216196844383
469,6,7.444248649496705,2,506,6.723832440821209,832,2,7,1993,12.138863895836725
470,8,7.31455283232408,2,528,7.305188215393037,1502,1,4,1985,12.26434155365415
471,7,7.585281078639126,2,534,6.694562058521095,1161,2,8,1977,12.154779351142624
472,6,6.977281341630747,2,525,6.304448802421981,1072,1,5,2005,11.904967552746252
473,8,7.588829878307813,3,908,7.588829878307813,1976,2,7,2006,12.994530005894443
474,8,7.409741954080923,2,499,7.309212365692763,1652,2,6,2000,12.43320821811392
475,5,6.877296071497429,2,624,6.877296071497429,970,1,5,1963,11.794337924408413
476,6,7.30854279753919,2,508,7.298445101508147,1493,2,7,1997,12.249610947544657
477,9,7.879669914604289,3,694,7.674617497364363,2069,2,9,2006,12.84792653170257
478,8,7.4489161025442,3,826,7.4413203897176174,1718,2,7,2007,12.601487417784837
479,4,7.030857476116121,2,672,6.810142450115136,1131,1,7,1937,11.401669829409995
480,9,7.52294091807237,3,772,7.513709247839705,1850,2,8,2004,12.694652660348845
481,9,7.491087593534876,3,874,7.491087593534876,1792,2,6,2003,12.832011076396668
482,7,7.509883061154913,1,164,6.813444599510896,916,1,7,1915,11.951180395901384
483,6,7.103322062526113,2,402,7.103322062526113,1216,2,5,1998,12.007621706806335
484,5,6.906754778648554,1,264,6.906754778648554,999,1,6,1962,11.794337924408413
485,5,7.014814351275545,1,264,7.014814351275545,1113,1,5,1950,11.898187865760873
486,5,6.9782137426306985,2,515,6.9782137426306985,1073,1,6,1965,11.957611286231675
487,5,7.302496423727326,2,487,7.302496423727326,1484,2,7,1971,12.072541252905651
488,5,7.789040401657477,2,520,6.860663671448287,1766,2,10,1900,11.982929094215963
489,4,6.4457198193855785,1,286,6.4457198193855785,630,1,3,1970,11.362102575235644
490,5,7.1731917424865985,1,336,5.575949103146316,616,1,4,1976,11.652687407345388
491,6,7.363913501405819,1,240,6.692083742506628,958,1,5,1941,11.79810440720389
492,6,7.283448228756631,2,429,6.590301048196686,728,2,8,2006,12.059803326028716
493,5,7.1459844677143876,1,308,7.1459844677143876,1269,1,6,1960,11.951180395901384
494,5,6.786716950605081,1,273,5.247024072160486,886,1,4,1938,11.421906066583059
495,4,6.579251212010101,0,0,6.579251212010101,720,1,4,1920,10.460242108190519
496,8,8.07961802938984,2,546,8.070906088787819,3228,3,10,1992,12.971540487669746
497,7,7.506591780070841,1,240,6.933423025730715,1133,2,8,1925,12.122691036591123
498,5,6.80128303447162,1,288,6.761572768804055,899,1,5,1967,11.77528972943772
499,5,6.815639990074331,1,297,6.815639990074331,912,1,5,1958,11.695247021764184
500,6,7.1049654482698426,1,264,6.51025834052315,672,1,7,1973,11.635143097694478
501,7,7.477604243197589,2,603,6.763884908562435,866,2,7,2005,12.33138283649562
502,5,7.101675971619444,2,461,7.101675971619444,1214,1,6,1965,11.84939770159144
503,7,7.496097345175956,2,484,7.313886831633462,1801,2,6,1959,12.57418196709457
504,6,7.186901020411631,2,440,6.75110146893676,855,2,6,1974,11.898187865760873
505,5,7.580699752224563,2,400,6.866933284461882,960,2,10,1952,11.732060994886899
506,8,7.555381944240273,2,471,6.655440350367647,1065,2,8,1993,12.2783933071098
507,6,7.1049654482698426,2,676,7.1049654482698426,1218,2,4,2009,12.246734627249063
508,7,7.228388451573604,2,360,6.535241271013659,689,2,7,1928,11.9891596439666
509,5,6.947937068614969,1,270,6.947937068614969,1041,1,6,1959,11.732060994886899
510,5,7.217443431696533,1,288,6.915723448631314,1363,1,6,1951,12.01309450854769
511,7,7.221105098182496,2,474,7.221105098182496,1368,2,6,2005,12.219309648562168
512,5,6.761572768804055,2,624,6.761572768804055,864,1,5,1958,11.77452020265869
513,6,6.984716320118266,2,484,6.988413181999592,1080,1,5,1983,11.805595078933049
514,5,6.670766320845874,1,200,6.643789733147672,789,1,5,1926,11.477298287327077
515,10,7.61085279039525,3,900,7.603897968521881,2020,2,9,2009,12.906346868281233
516,6,7.6586995582682995,2,583,6.535241271013659,1378,2,7,1972,11.970350312009105
517,7,7.759614150696903,3,889,7.142036574706803,1277,2,7,1996,12.487485104968359
518,6,7.493317248862145,2,546,6.677083461247136,882,2,7,1998,12.259613412458204
519,7,7.640123172695364,1,282,7.151485463904735,1276,1,9,1926,12.363076394339839
520,4,7.165493475060845,0,0,0.0,694,2,7,1900,11.573550086786664
521,6,7.126087273299125,1,336,7.126087273299125,1244,1,6,1957,11.918390573078392
522,6,7.416979621381154,2,420,6.911747300251674,1004,2,7,1947,11.976659481202368
524,7,7.7823903355874595,3,834,7.229113877793302,1383,2,8,1996,12.662706040212738
525,7,7.143617602704121,2,453,7.136483208590247,1266,2,6,2005,12.078239274020289
526,5,6.833031732786201,1,252,6.833031732786201,928,1,4,1956,11.790557201568507
527,9,7.905810312658931,3,858,7.280697195384741,1476,2,11,2008,13.008659261632127
528,4,6.405228458030842,0,0,6.269096283706261,605,1,5,1920,11.362102575235644
529,6,7.83002808253384,2,484,7.618251097876695,2515,3,9,1957,12.209187788430318
530,6,7.319202458767849,2,600,7.2868764117507,1509,2,5,1988,12.072541252905651
531,6,7.216709486709457,2,502,6.415096959171596,751,2,6,1920,11.759785542901755
532,5,6.717804695023691,1,392,0.0,827,1,5,1955,11.585246126549855
533,1,5.811140992976701,0,0,0.0,334,1,2,1946,10.578979797857352
534,8,7.254177846456518,2,403,6.561030665896573,707,2,6,2004,12.089538829274222
535,5,7.205635176410364,0,0,7.018401799069201,820,1,5,1910,11.585246126549855
536,7,7.452402451223638,2,527,6.779921907472252,880,2,8,1998,12.144197241812087
537,4,6.761572768804055,2,576,6.761572768804055,864,1,5,1972,11.619535200028487
538,5,7.055312843339752,1,336,6.957497370876951,1159,1,7,1968,11.970350312009105
539,8,7.3783837129967145,2,670,7.365812837209472,1601,2,6,2001,12.513557345278134
540,9,7.516433302915632,3,765,7.516433302915632,1838,2,8,2006,12.66032791780777
541,8,7.734121303328305,3,648,6.876264611890766,997,2,8,2000,12.421184025147118
542,7,7.426549072397305,2,583,7.408530566894626,1680,2,7,1998,12.270220465353926
543,7,6.642486801367256,1,367,6.583409222158765,767,1,4,1998,11.79810440720389
544,7,7.310550158534422,2,426,6.483107351457199,664,2,7,2006,12.09884928474215
545,7,7.688455356549944,3,786,7.093404625868766,1377,2,9,1988,12.341477282536376
546,6,7.399398083331354,2,440,6.970730078143525,915,1,6,1923,12.254862809699606
547,5,6.643789733147672,2,624,6.643789733147672,768,1,5,1970,11.771436160121729
548,5,6.715383386334681,2,720,6.715383386334681,825,1,4,1955,11.736069016284437
549,7,7.646831391430482,2,615,6.815639990074331,912,2,8,2003,12.479909311159902
550,6,6.974478911025045,2,440,6.974478911025045,1069,2,4,1977,11.84939770159144
551,5,6.833031732786201,1,288,6.833031732786201,928,1,5,1957,11.630708500626612
552,8,7.448333860897476,3,908,7.443663683115591,1717,2,7,2006,12.450977688625896
553,4,7.026426808699636,2,520,0.0,1126,2,5,1949,11.589886506106357
554,7,7.6236419465115715,3,871,6.905753276311464,1006,2,8,2003,12.556729517143344
555,5,6.954638864880987,1,280,6.900730664045173,1048,1,5,1922,11.635143097694478
556,5,6.9957661563048505,1,299,6.9957661563048505,1092,1,6,1957,11.856515169360305
557,4,7.197435354096591,1,570,6.456769655572163,897,1,7,1920,11.589886506106357
558,7,7.27655640271871,2,406,6.591673732008658,729,2,6,1996,12.072541252905651
559,7,7.350516171833998,2,420,7.2254814727822945,1557,2,7,2003,12.363076394339839
560,5,7.238496840894365,2,528,7.238496840894365,1392,1,5,1957,11.70766954176274
561,5,7.236339342754344,2,418,7.236339342754344,1389,1,6,1974,12.043553716032399
562,5,6.903747257584598,0,0,6.903747257584598,996,1,6,1940,11.589886506106357
563,6,7.422971251049421,2,396,7.0587581525186645,1163,2,8,1918,12.128111104060462
564,7,7.738488122494646,2,590,6.9985096422506015,1166,2,9,1992,12.498742259492994
565,6,7.4067107301776405,1,216,6.692083742506628,841,1,6,1915,11.759785542901755
566,9,7.825644732219989,3,656,7.022868086082641,1134,2,11,2005,12.691580461311874
567,7,7.336285660021297,2,532,7.324489979348532,1535,2,7,2004,12.273731294003989
568,8,7.664815785285735,2,612,7.310550158534422,1496,1,5,1983,12.66539442642905
569,5,6.849066282633458,2,600,6.849066282633458,943,1,4,1979,11.820116003810051
570,5,7.454719949364001,2,576,7.454719949364001,1728,2,10,1965,11.867798786962332
571,6,6.761572768804055,1,288,6.761572768804055,864,1,4,1959,11.695247021764184
572,7,7.433666540166168,2,650,6.740519359606223,846,2,6,2009,12.321630986164447
573,7,7.265429723253953,2,400,5.950642552587727,774,2,8,2000,12.043553716032399
574,5,7.011213987350367,1,288,5.918893854273146,576,1,5,1971,11.842229212112828
575,5,7.103322062526113,1,336,6.723832440821209,832,1,6,1947,11.682668239557323
576,7,7.29776828253138,1,216,6.7580945044277305,877,2,6,1928,11.884489021402711
577,5,7.1853870155804165,2,564,7.059617628291383,1320,1,6,1966,12.010665849187564
578,7,7.238496840894365,2,540,6.535241271013659,703,2,5,2007,11.891361900690473
579,5,7.492760300922379,1,352,6.956545443151569,1050,2,7,1954,11.786762130599957
580,6,7.264730177929867,2,572,7.042286171939743,1429,1,7,1960,12.111212364506214
581,8,7.621684998724611,3,1390,7.621684998724611,2042,2,8,2008,12.442302200392747
582,6,6.704414354964107,0,0,6.704414354964107,816,1,5,1990,11.682668239557323
583,10,7.928406026180535,2,880,7.1204443723924875,1521,3,9,1893,12.691580461311874
584,4,7.360739903058278,1,240,6.784457062637643,989,1,6,1935,11.79810440720389
585,8,7.614805364711073,3,880,7.532623618788788,2028,2,7,2005,12.820987977820545
586,6,6.731018100482083,1,275,6.704414354964107,838,1,5,1918,11.77528972943772
587,5,6.756932389247553,2,528,6.733401891837359,860,1,4,1982,11.827736204810263
588,5,7.29505641646263,1,452,7.270312886079025,1473,1,5,1968,11.870599909242044
589,5,6.840546529288687,1,308,6.60934924316738,779,1,4,1930,11.283512300642423
590,7,7.366445148327599,2,520,6.646390514847729,770,2,6,2004,12.132964173709535
591,10,7.738923757439457,3,842,7.451241684987676,1728,2,10,2008,13.021326833226556
592,5,6.704414354964107,2,816,6.704414354964107,816,1,4,1982,11.835008964139341
593,6,6.742880635791903,2,420,6.742880635791903,848,1,4,2003,11.84939770159144
594,5,6.828712071641684,1,280,6.828712071641684,924,1,5,1975,11.608235644774552
595,8,7.509883061154913,3,758,7.503289630675082,1826,2,7,2005,12.672946381766982
596,6,7.221105098182496,1,216,6.52795791762255,684,1,7,1910,11.648365035864053
597,7,7.2456550675945355,3,648,7.1372784372603855,1402,0,7,2006,12.17664898415669
598,5,7.4067107301776405,2,621,7.265429723253953,1647,2,7,1977,12.289954129510877
599,6,7.349873704738337,2,452,6.573680166960646,716,2,6,1980,11.925035115797062
600,8,7.55171221535131,2,736,6.964135612418245,1058,2,8,2005,12.524526376648708
601,6,7.226209010100671,1,544,6.659293919683638,780,1,6,1937,11.856515169360305
602,8,7.557472901614746,2,506,6.811244378601294,927,2,8,1992,12.301382825334498
603,7,7.090076835776092,2,480,6.396929655216146,600,2,4,2004,11.925035115797062
604,7,7.309212365692763,2,530,7.309212365692763,1494,2,6,2002,12.30591798049989
605,7,7.593877844605118,2,486,6.643789733147672,1186,2,7,1965,12.230765258120545
606,5,6.946975992135418,2,576,6.946975992135418,1040,1,6,1996,11.931635799828413
607,5,7.60489448081162,1,230,6.79794041297493,1112,3,8,1948,12.323855681186558
608,8,8.069029328774958,2,380,6.872128101338986,1940,2,10,1934,12.791356180214175
609,4,6.9363427358340495,1,261,6.9363427358340495,1029,1,5,1961,11.682668239557323
610,9,7.674617497364363,3,736,7.272398392570047,1476,2,8,2000,12.65395846952229
611,6,6.939253946041508,2,564,6.939253946041508,1032,2,6,1978,11.904967552746252
612,8,7.534762657037537,2,531,7.1693500166706,1299,2,7,2001,12.474189562487116
613,5,7.02108396428914,0,0,7.02108396428914,1120,1,6,2007,11.898187865760873
614,4,6.4457198193855785,0,0,6.4457198193855785,630,1,3,1972,11.231887935237117
615,6,6.960347729101308,2,480,6.841615476477592,1054,1,6,1963,11.831379196088763
616,6,7.319202458767849,2,393,6.663132695990803,807,2,7,2002,12.118333731222167
617,6,6.723832440821209,2,528,6.723832440821209,832,1,4,1954,11.566466231898259
618,9,7.510977752014095,3,774,7.507690077819904,1828,2,9,2007,12.659734090733718
619,8,7.724004656676065,3,749,7.301147805856032,1482,2,10,2003,12.628067055589549
620,3,6.761572768804055,0,0,6.761572768804055,864,1,5,1914,11.112447898373103
621,6,7.868636894184167,2,624,7.3277805384216315,1548,2,9,1974,12.388394202324129
622,5,6.887552571664617,2,484,6.887552571664617,980,1,6,1977,11.813030057420567
623,6,7.321188556739478,2,440,6.628041376179533,756,2,4,2000,12.034691028774553
624,6,7.489970898834801,2,484,6.595780513961311,1012,1,8,1972,12.014609430818936
625,6,7.017506142941256,2,440,7.017506142941256,1116,1,5,1962,11.982929094215963
626,5,7.259819610363186,1,286,6.885509670034818,1422,1,6,1960,11.848683160653573
627,6,7.326465613840322,1,364,7.052721049232323,1520,1,7,1955,11.938193200374572
628,5,7.640123172695364,2,504,6.946975992135418,1040,1,9,1969,11.813030057420567
629,6,7.2078598714324755,2,520,7.129297548929373,1350,1,6,1964,12.034691028774553
630,5,7.4673710669175595,1,240,6.455198563340122,1089,1,8,1880,11.728036844587175
631,8,7.348587530927593,2,627,7.348587530927593,1554,2,6,2006,12.25247901834433
632,7,7.252053951852814,2,544,7.234177179749849,1411,2,6,1977,11.320553572322773
633,5,6.962243464266207,1,260,6.962243464266207,1056,1,6,1954,11.845102777308561
634,6,6.962243464266207,2,576,6.962243464266207,1056,0,4,1980,11.877568578558138
635,6,8.130059039992796,0,0,7.272398392570047,1440,2,14,1914,12.206072645530174
636,2,6.684611727667927,0,0,5.575949103146316,800,1,4,1936,11.002099841204238
637,5,7.234898420314831,1,256,6.698268054115413,811,2,7,1954,11.440354772135393
638,5,6.679599185844383,0,0,6.679599185844383,796,1,4,1910,11.350406535472453
639,8,7.356918242356021,3,648,7.326465613840322,1567,2,7,2006,12.485827127509431
640,8,7.325148957955575,2,588,7.325148957955575,1518,1,6,2003,12.520883385370206
641,7,7.564757012905729,2,650,6.963189985870238,1057,2,7,2001,12.328290278254423
642,8,7.902487437162855,2,538,7.5766097669730375,2000,2,9,1972,12.751299696013497
643,5,7.3901814282264295,2,462,6.659293919683638,780,2,7,1969,11.931635799828413
644,9,7.476472381163905,3,478,7.476472381163905,1766,2,7,2009,12.823628446539173
645,6,6.8885724595653635,2,576,6.8885724595653635,981,1,5,1971,11.872346634576987
646,5,6.954638864880987,2,420,0.0,1048,1,7,1950,11.495779306135258
647,6,6.9975959829819265,2,495,6.9975959829819265,1094,1,5,1953,11.951180395901384
648,6,7.516977224604321,2,442,6.628041376179533,1051,1,7,1966,11.951180395901384
649,4,6.4457198193855785,0,0,6.4457198193855785,630,1,3,1970,11.344506813345266
650,7,7.417580402414544,2,562,6.70073110954781,822,2,7,2007,12.235388699864227
651,4,7.31986492980897,1,296,6.626717749249025,755,1,7,1940,11.589886506106357
652,7,7.447751280047908,2,512,6.779921907472252,909,2,7,1996,12.160028707028767
653,6,7.292337176173877,1,216,6.628041376179533,756,1,7,1906,11.813030057420567
654,8,7.655864017616056,3,839,7.653969180478774,2113,2,7,1995,12.765688433465597
655,6,6.9957661563048505,1,264,6.263398262591624,525,1,6,1971,11.385092093460344
656,5,6.959398512133975,1,312,6.959398512133975,1053,1,5,1959,11.887931365593685
657,7,7.31455283232408,1,270,6.654152520183219,851,1,6,1931,11.911701584927597
658,6,7.284820912568604,1,330,6.815639990074331,912,1,6,1948,11.487607656985938
659,5,7.303843225277705,2,480,7.303843225277705,1486,1,7,1964,12.025749091398891
660,7,7.5678626054638825,2,550,6.675823221634848,1142,2,7,1976,12.195517131590657
661,8,7.803026643632217,3,711,7.395721608602045,1686,2,8,1994,12.904207367601158
662,6,7.238496840894365,2,576,7.238496840894365,1392,1,5,1968,11.608235644774552
663,4,7.074116816197362,2,588,7.037027614686276,1181,2,6,1972,11.831379196088763
664,8,7.64826303090192,3,1134,7.638679823876112,2097,1,8,2005,12.955127458028414
665,8,7.568379267836522,2,504,7.2485040723706105,1454,2,7,2000,12.348006141418841
